Geolocation,Major Occupation,year,quarter,Female,Male
REGION VIII,Skilled Agricultural Forestry and Fishery Workers,2020,Q4,72.344,341.441
REGION X,Managers,2019,Q3,72.172,77.106
REGION I,Professionals,2018,Q3,71.884,38.295
REGION X,Professionals,2021,Q3,71.80166666666666,31.221
REGION V,Professionals,2018,Q1,71.68,32.509
REGION V,Skilled Agricultural Forestry and Fishery Workers,2018,Q3,71.608,314.435
REGION VI,Skilled Agricultural Forestry and Fishery Workers,2018,Q2,71.583,329.553
REGION VIII,Professionals,2020,Q4,71.293,34.526
REGION VI,Technicians and Associate Professionals,2019,Q3,71.285,33.504
REGION VII,Craft and Related Trades Workers,2020,Q1,70.962,286.06
REGION V,Skilled Agricultural Forestry and Fishery Workers,2020,Q1,70.916,241.728
REGION VIII,Managers,2021,Q3,70.90666666666667,53.895
REGION VIII,Managers,2021,Q4,70.8,50.12433333333333
REGION XII,Professionals,2020,Q4,70.617,29.921
REGION IX,Skilled Agricultural Forestry and Fishery Workers,2018,Q1,70.535,346.815
REGION XI,Clerical Support Workers,2019,Q1,70.529,41.111
REGION VIII,Professionals,2020,Q3,70.437,36.127
REGION III,Technicians and Associate Professionals,2020,Q4,70.235,102.365
REGION XII,Managers,2021,Q4,70.21533333333333,61.132
REGION XI,Clerical Support Workers,2018,Q2,70.1,35.156
CAR,Elementary Occupations,2021,Q1,69.99033333333334,149.914
REGION IX,Managers,2020,Q4,69.975,134.294
MIMAROPA REGION,Skilled Agricultural Forestry and Fishery Workers,2021,Q4,69.90266666666666,229.024
REGION III,Craft and Related Trades Workers,2018,Q1,69.712,379.079
REGION III,Craft and Related Trades Workers,2020,Q4,69.613,338.8
REGION X,Skilled Agricultural Forestry and Fishery Workers,2018,Q2,69.415,250.437
REGION VII,Technicians and Associate Professionals,2020,Q2,69.384,60.487
NCR,Craft and Related Trades Workers,2019,Q2,69.163,435.411
REGION VIII,Professionals,2018,Q3,68.998,34.282
CARAGA,Managers,2019,Q2,68.975,56.917
REGION VII,Professionals,2021,Q1,68.96666666666665,52.665666666666674
REGION XI,Skilled Agricultural Forestry and Fishery Workers,2018,Q1,68.857,285.035
REGION X,Managers,2019,Q2,68.79,99.338
REGION VIII,Skilled Agricultural Forestry and Fishery Workers,2018,Q2,68.725,305.251
REGION X,Skilled Agricultural Forestry and Fishery Workers,2018,Q4,68.63,291.11
REGION VIII,Professionals,2019,Q2,68.544,32.107
REGION X,Professionals,2021,Q4,68.53966666666666,24.626333333333335
REGION X,Clerical Support Workers,2021,Q2,68.50133333333333,41.99033333333333
MIMAROPA REGION,Managers,2021,Q2,68.46499999999999,42.04366666666667
REGION XII,Professionals,2019,Q2,68.195,19.696
REGION VIII,Professionals,2018,Q1,67.838,23.929
REGION IVA,Craft and Related Trades Workers,2020,Q2,67.758,375.372
REGION XI,Professionals,2020,Q2,67.705,29.679
MIMAROPA REGION,Managers,2020,Q1,67.687,64.972
REGION IX,Managers,2020,Q1,67.65,99.63
REGION V,Skilled Agricultural Forestry and Fishery Workers,2018,Q4,67.487,301.327
NCR,Craft and Related Trades Workers,2018,Q3,67.475,411.242
MIMAROPA REGION,Managers,2021,Q3,67.233,49.37166666666667
REGION VIII,Professionals,2021,Q2,66.98233333333333,21.902666666666665
BARMM,Elementary Occupations,2018,Q3,66.847,143.548
REGION V,Professionals,2020,Q2,66.799,24.306
REGION II,Professionals,2021,Q4,66.43,23.800666666666668
REGION IX,Managers,2021,Q2,66.37933333333334,80.19833333333334
REGION II,Managers,2019,Q1,66.291,92.346
BARMM,Skilled Agricultural Forestry and Fishery Workers,2021,Q3,66.25733333333334,409.7166666666667
REGION X,Professionals,2019,Q1,66.16,23.715
NCR,Craft and Related Trades Workers,2019,Q1,66.158,476.798
REGION VIII,Professionals,2019,Q3,65.943,32.128
REGION X,Professionals,2019,Q4,65.824,30.887
REGION IX,Elementary Occupations,2020,Q4,65.791,229.513
REGION VI,Skilled Agricultural Forestry and Fishery Workers,2019,Q2,65.77,295.09
REGION X,Professionals,2020,Q3,65.725,29.823
REGION XII,Professionals,2021,Q4,65.71566666666666,27.089
REGION III,Craft and Related Trades Workers,2020,Q3,65.712,350.599
REGION III,Craft and Related Trades Workers,2020,Q2,65.601,175.478
REGION VIII,Professionals,2020,Q1,65.578,29.047
REGION III,Technicians and Associate Professionals,2018,Q4,65.55,108.599
MIMAROPA REGION,Managers,2020,Q4,65.367,51.007
REGION VI,Technicians and Associate Professionals,2018,Q2,65.238,44.771
BARMM,Skilled Agricultural Forestry and Fishery Workers,2019,Q2,65.211,460.56
MIMAROPA REGION,Skilled Agricultural Forestry and Fishery Workers,2018,Q1,65.189,190.255
REGION XI,Managers,2019,Q3,65.101,73.46
NCR,Craft and Related Trades Workers,2019,Q3,65.0,420.0
REGION XI,Skilled Agricultural Forestry and Fishery Workers,2019,Q4,64.933,214.403
REGION VIII,Skilled Agricultural Forestry and Fishery Workers,2021,Q2,64.82966666666667,292.833
REGION VI,Technicians and Associate Professionals,2019,Q4,64.774,45.209
REGION IX,Service and Sales Workers,2018,Q1,64.764,52.965
REGION IVA,Skilled Agricultural Forestry and Fishery Workers,2021,Q4,64.58366666666666,251.49300000000002
REGION X,Skilled Agricultural Forestry and Fishery Workers,2020,Q1,64.531,268.73
REGION X,Professionals,2020,Q4,64.428,34.895
REGION I,Professionals,2018,Q4,64.093,33.775
REGION VI,Technicians and Associate Professionals,2020,Q3,64.057,33.778
REGION XII,Professionals,2019,Q3,63.918,28.993
BARMM,Service and Sales Workers,2019,Q2,63.774,46.309
REGION VII,Craft and Related Trades Workers,2018,Q2,63.713,284.308
REGION V,Professionals,2019,Q2,63.694,41.037
REGION X,Skilled Agricultural Forestry and Fishery Workers,2020,Q4,63.683,263.703
REGION I,Skilled Agricultural Forestry and Fishery Workers,2018,Q1,63.565,243.57
NCR,Craft and Related Trades Workers,2020,Q1,63.551,402.628
BARMM,Skilled Agricultural Forestry and Fishery Workers,2020,Q1,63.433,508.849
REGION X,Professionals,2020,Q1,63.425,31.698
REGION XII,Skilled Agricultural Forestry and Fishery Workers,2020,Q4,63.382,329.312
REGION XI,Professionals,2020,Q1,63.215,39.729
REGION XI,Professionals,2018,Q2,63.167,38.913
REGION II,Managers,2020,Q1,63.131,96.94
REGION XI,Clerical Support Workers,2020,Q1,63.085,52.214
REGION IX,Managers,2019,Q4,62.998,92.341
REGION II,Professionals,2020,Q3,62.964,27.195
BARMM,Managers,2020,Q4,62.91,48.759
REGION I,Professionals,2018,Q2,62.893,37.381
BARMM,Managers,2021,Q2,62.81166666666667,51.28633333333334
REGION XII,Professionals,2018,Q2,62.634,27.042
BARMM,Skilled Agricultural Forestry and Fishery Workers,2019,Q3,62.503,454.756
REGION VIII,Professionals,2019,Q1,62.487,30.834
REGION VI,Technicians and Associate Professionals,2018,Q4,62.406,46.576
REGION X,Professionals,2019,Q2,62.334,34.288
CARAGA,Managers,2019,Q1,62.324,54.86
REGION VI,Technicians and Associate Professionals,2019,Q2,62.14,60.036
REGION VIII,Professionals,2021,Q3,62.04966666666667,34.341
REGION VII,Technicians and Associate Professionals,2021,Q3,61.99433333333334,65.26166666666667
BARMM,Skilled Agricultural Forestry and Fishery Workers,2019,Q4,61.99,443.357
REGION VI,Skilled Agricultural Forestry and Fishery Workers,2021,Q1,61.923333333333325,292.73633333333333
REGION X,Skilled Agricultural Forestry and Fishery Workers,2019,Q3,61.858,256.444
NCR,Craft and Related Trades Workers,2019,Q4,61.804,454.848
NCR,Craft and Related Trades Workers,2021,Q2,61.66466666666667,394.45666666666665
REGION XII,Skilled Agricultural Forestry and Fishery Workers,2020,Q1,61.652,325.558
REGION XI,Professionals,2020,Q4,61.575,29.574
BARMM,Elementary Occupations,2019,Q1,61.566,181.032
REGION V,Skilled Agricultural Forestry and Fishery Workers,2019,Q2,61.479,270.55
REGION IX,Professionals,2021,Q2,61.419666666666664,31.074
REGION V,Professionals,2021,Q1,61.36766666666667,41.20433333333333
REGION X,Professionals,2021,Q2,61.25333333333333,39.39
REGION XI,Professionals,2021,Q3,61.083333333333336,21.040333333333333
REGION VI,Technicians and Associate Professionals,2020,Q1,61.06,45.767
REGION X,Professionals,2019,Q3,61.052,32.869
REGION IX,Skilled Agricultural Forestry and Fishery Workers,2021,Q4,60.979000000000006,273.613
REGION X,Professionals,2018,Q2,60.953,31.284
REGION X,Managers,2021,Q3,60.86866666666666,55.827333333333335
REGION IX,Skilled Agricultural Forestry and Fishery Workers,2018,Q2,60.863,299.834
REGION VI,Managers,2021,Q1,60.85566666666667,94.56766666666665
REGION VIII,Professionals,2021,Q4,60.727666666666664,28.641333333333332
REGION IX,Service and Sales Workers,2018,Q2,60.719,59.05
REGION XII,Professionals,2018,Q4,60.65,30.252
NCR,Craft and Related Trades Workers,2018,Q1,60.515,379.324
REGION XII,Professionals,2021,Q3,60.49033333333333,22.988333333333333
REGION V,Skilled Agricultural Forestry and Fishery Workers,2018,Q1,60.279,298.146
REGION IVA,Craft and Related Trades Workers,2021,Q1,60.11966666666666,411.68100000000004
REGION XII,Professionals,2019,Q4,60.058,30.614
REGION XI,Clerical Support Workers,2020,Q3,59.909,44.614
REGION X,Skilled Agricultural Forestry and Fishery Workers,2019,Q1,59.712,203.254
CARAGA,Managers,2020,Q3,59.653,39.174
REGION I,Professionals,2019,Q1,59.621,36.405
REGION IX,Professionals,2020,Q1,59.619,21.331
REGION XI,Professionals,2019,Q1,59.584,30.984
REGION XI,Clerical Support Workers,2018,Q4,59.502,51.588
REGION IX,Managers,2020,Q2,59.491,66.92
REGION IX,Skilled Agricultural Forestry and Fishery Workers,2021,Q3,59.46733333333333,239.06433333333334
REGION X,Professionals,2018,Q3,59.238,29.759
REGION VI,Technicians and Associate Professionals,2021,Q4,59.233000000000004,37.68333333333333
REGION VI,Technicians and Associate Professionals,2018,Q3,59.061,50.657
REGION II,Professionals,2019,Q3,59.017,20.368
REGION XI,Professionals,2019,Q2,58.922,27.27
REGION I,Skilled Agricultural Forestry and Fishery Workers,2021,Q4,58.812000000000005,267.16866666666664
CAR,Managers,2018,Q4,58.812,39.871
REGION I,Clerical Support Workers,2021,Q4,58.72466666666667,51.83766666666667
BARMM,Managers,2018,Q1,58.609,71.697
REGION VI,Managers,2021,Q4,58.580666666666666,100.14833333333333
REGION XI,Managers,2020,Q1,58.534,64.078
REGION III,Technicians and Associate Professionals,2021,Q1,58.43333333333334,93.863
REGION I,Skilled Agricultural Forestry and Fishery Workers,2020,Q2,58.421,225.419
MIMAROPA REGION,Professionals,2021,Q4,58.41533333333333,15.050333333333333
REGION VII,Technicians and Associate Professionals,2019,Q2,58.247,66.759
REGION XI,Clerical Support Workers,2019,Q3,58.226,47.009
REGION XII,Skilled Agricultural Forestry and Fishery Workers,2021,Q3,58.159,352.5626666666667
REGION XI,Skilled Agricultural Forestry and Fishery Workers,2020,Q3,58.134,282.016
REGION II,Managers,2019,Q4,58.091,85.452
BARMM,Skilled Agricultural Forestry and Fishery Workers,2021,Q1,57.922666666666665,457.483
REGION I,Professionals,2021,Q4,57.90033333333333,22.122
CARAGA,Managers,2019,Q4,57.881,48.319
REGION X,Managers,2020,Q2,57.867,56.169
REGION II,Managers,2020,Q4,57.832,52.319
REGION II,Managers,2020,Q2,57.801,65.34
REGION X,Professionals,2018,Q1,57.724,19.077
REGION V,Craft and Related Trades Workers,2021,Q4,57.39266666666666,111.63933333333334
REGION VII,Technicians and Associate Professionals,2020,Q1,57.271,61.664
REGION VI,Technicians and Associate Professionals,2019,Q1,57.233,44.063
BARMM,Managers,2021,Q3,57.22866666666667,37.23233333333334
REGION IX,Skilled Agricultural Forestry and Fishery Workers,2019,Q4,57.174,255.79
REGION XI,Clerical Support Workers,2021,Q1,56.913333333333334,47.24066666666666
REGION VIII,Skilled Agricultural Forestry and Fishery Workers,2020,Q3,56.899,294.963
REGION I,Professionals,2020,Q2,56.793,30.089
REGION III,Technicians and Associate Professionals,2020,Q3,56.761,89.79
REGION III,Craft and Related Trades Workers,2021,Q2,56.74,363.13633333333337
REGION XII,Professionals,2018,Q3,56.583,26.69
REGION XI,Clerical Support Workers,2018,Q1,56.567,35.968
REGION IVA,Skilled Agricultural Forestry and Fishery Workers,2019,Q3,56.533,201.187
REGION VII,Technicians and Associate Professionals,2018,Q4,56.295,58.313
REGION I,Clerical Support Workers,2018,Q1,56.202,50.32
REGION VI,Skilled Agricultural Forestry and Fishery Workers,2020,Q2,56.202,329.343
REGION IX,Skilled Agricultural Forestry and Fishery Workers,2021,Q2,55.97933333333333,237.04999999999998
REGION V,Skilled Agricultural Forestry and Fishery Workers,2019,Q1,55.685,275.114
REGION X,Skilled Agricultural Forestry and Fishery Workers,2021,Q3,55.65233333333333,260.808
REGION XII,Skilled Agricultural Forestry and Fishery Workers,2020,Q2,55.644,302.645
MIMAROPA REGION,Managers,2021,Q1,55.48733333333333,47.94233333333333
REGION VI,Technicians and Associate Professionals,2020,Q2,55.438,40.966
REGION VII,Craft and Related Trades Workers,2019,Q3,55.299,266.893
REGION X,Skilled Agricultural Forestry and Fishery Workers,2019,Q4,55.176,223.674
BARMM,Skilled Agricultural Forestry and Fishery Workers,2018,Q3,55.098,423.114
REGION XII,Skilled Agricultural Forestry and Fishery Workers,2018,Q1,54.898,320.305
REGION VII,Plant and Machine Operators and Assemblers,2019,Q4,54.887,250.134
MIMAROPA REGION,Professionals,2021,Q2,54.87366666666667,21.974
REGION VII,Technicians and Associate Professionals,2021,Q4,54.855,72.11866666666667
MIMAROPA REGION,Skilled Agricultural Forestry and Fishery Workers,2021,Q2,54.75366666666667,201.16899999999998
REGION I,Clerical Support Workers,2020,Q1,54.707,32.059
REGION X,Clerical Support Workers,2020,Q1,54.601,40.149
REGION X,Clerical Support Workers,2021,Q3,54.552,48.365
REGION XII,Professionals,2020,Q1,54.458,30.583
NCR,Craft and Related Trades Workers,2020,Q2,54.383,359.118
REGION I,Professionals,2021,Q1,54.214,27.354000000000003
REGION VI,Skilled Agricultural Forestry and Fishery Workers,2019,Q3,54.025,345.296
REGION IX,Managers,2021,Q4,53.99333333333333,66.54766666666667
REGION VII,Technicians and Associate Professionals,2019,Q3,53.914,50.348
REGION III,Technicians and Associate Professionals,2020,Q2,53.878,64.103
REGION XI,Professionals,2018,Q4,53.873,30.818
MIMAROPA REGION,Skilled Agricultural Forestry and Fishery Workers,2021,Q3,53.62633333333334,223.64499999999998
REGION IX,Skilled Agricultural Forestry and Fishery Workers,2020,Q2,53.516,240.272
REGION VII,Technicians and Associate Professionals,2019,Q4,53.376,49.36
REGION II,Professionals,2018,Q3,53.341,16.355
CAR,Service and Sales Workers,2021,Q4,53.29333333333333,37.253
REGION XII,Skilled Agricultural Forestry and Fishery Workers,2019,Q2,53.148,277.947
BARMM,Managers,2021,Q4,53.132666666666665,38.784
REGION V,Clerical Support Workers,2020,Q1,53.131,49.84
BARMM,Service and Sales Workers,2020,Q1,53.069,31.789
REGION V,Skilled Agricultural Forestry and Fishery Workers,2020,Q4,52.969,342.646
REGION III,Plant and Machine Operators and Assemblers,2019,Q3,52.966,450.293
REGION VIII,Clerical Support Workers,2021,Q3,52.94533333333334,34.64566666666666
REGION XII,Skilled Agricultural Forestry and Fishery Workers,2019,Q1,52.931,302.904
REGION X,Clerical Support Workers,2019,Q2,52.848,27.288
REGION XII,Professionals,2019,Q1,52.841,30.513
REGION IVA,Skilled Agricultural Forestry and Fishery Workers,2021,Q3,52.805,233.77800000000002
NCR,Craft and Related Trades Workers,2020,Q3,52.794,342.205
REGION II,Professionals,2019,Q4,52.678,20.527
REGION IVA,Skilled Agricultural Forestry and Fishery Workers,2020,Q2,52.678,239.907
NCR,Craft and Related Trades Workers,2018,Q4,52.633,401.214
REGION VI,Technicians and Associate Professionals,2018,Q1,52.587,46.051
CAR,Managers,2018,Q1,52.564,48.737
REGION XI,Managers,2020,Q3,52.546,49.844
REGION VIII,Skilled Agricultural Forestry and Fishery Workers,2019,Q4,52.478,279.666
REGION XI,Professionals,2018,Q1,52.434,30.811
REGION X,Clerical Support Workers,2019,Q4,52.432,39.562
REGION II,Managers,2020,Q3,52.392,60.972
REGION XI,Skilled Agricultural Forestry and Fishery Workers,2019,Q1,52.269,184.217
REGION VI,Technicians and Associate Professionals,2021,Q3,52.229666666666674,37.79866666666667
REGION VII,Craft and Related Trades Workers,2021,Q3,52.16733333333334,285.353
REGION XI,Skilled Agricultural Forestry and Fishery Workers,2021,Q4,52.159333333333336,297.92133333333334
REGION IX,Professionals,2019,Q1,51.901,18.878
REGION VIII,Skilled Agricultural Forestry and Fishery Workers,2019,Q3,51.736,279.897
REGION X,Clerical Support Workers,2021,Q4,51.669999999999995,41.852666666666664
CAR,Managers,2019,Q1,51.578,45.992
CAR,Managers,2019,Q3,51.448,42.523
CAR,Managers,2019,Q4,51.396,46.357
REGION XII,Clerical Support Workers,2021,Q3,51.37866666666667,34.98766666666666
CARAGA,Skilled Agricultural Forestry and Fishery Workers,2020,Q4,51.207,191.948
REGION IX,Professionals,2018,Q4,51.101,24.245
CAR,Managers,2019,Q2,51.1,44.421
REGION IVA,Skilled Agricultural Forestry and Fishery Workers,2020,Q1,50.929,170.56
REGION I,Skilled Agricultural Forestry and Fishery Workers,2019,Q1,50.925,236.924
REGION XII,Skilled Agricultural Forestry and Fishery Workers,2019,Q4,50.74,291.713
CAR,Managers,2020,Q1,50.722,45.746
REGION X,Skilled Agricultural Forestry and Fishery Workers,2021,Q1,50.69533333333333,280.248
REGION VIII,Professionals,2018,Q2,50.671,20.919
REGION VI,Craft and Related Trades Workers,2021,Q4,50.67066666666667,142.40133333333333
REGION XII,Professionals,2021,Q2,50.59766666666667,16.162
REGION I,Clerical Support Workers,2020,Q4,50.578,34.998
REGION XI,Technicians and Associate Professionals,2018,Q3,50.454,28.112
REGION I,Skilled Agricultural Forestry and Fishery Workers,2021,Q3,50.39266666666666,211.55266666666668
REGION VI,Technicians and Associate Professionals,2020,Q4,50.24,37.801
BARMM,Service and Sales Workers,2019,Q1,50.228,43.095
CAR,Managers,2018,Q3,50.212,37.264
REGION IVA,Skilled Agricultural Forestry and Fishery Workers,2019,Q1,50.204,221.025
CAR,Managers,2020,Q3,50.01,31.638
REGION VII,Technicians and Associate Professionals,2020,Q4,49.95,55.478
REGION II,Skilled Agricultural Forestry and Fishery Workers,2018,Q4,49.891,282.824
REGION X,Managers,2019,Q1,49.853,79.711
BARMM,Skilled Agricultural Forestry and Fishery Workers,2018,Q2,49.852,424.675
REGION IX,Professionals,2021,Q3,49.800999999999995,24.882666666666665
MIMAROPA REGION,Skilled Agricultural Forestry and Fishery Workers,2019,Q3,49.766,186.91
REGION I,Clerical Support Workers,2018,Q4,49.756,24.24
CAR,Managers,2021,Q3,49.61033333333334,27.89033333333333
REGION IX,Professionals,2021,Q4,49.547333333333334,19.56233333333333
REGION IX,Professionals,2019,Q2,49.358,17.328
REGION II,Professionals,2021,Q2,49.346666666666664,29.634
REGION XI,Professionals,2019,Q3,49.23,21.39
REGION IX,Skilled Agricultural Forestry and Fishery Workers,2019,Q1,49.207,227.561
REGION X,Clerical Support Workers,2019,Q3,49.111,30.836
REGION I,Skilled Agricultural Forestry and Fishery Workers,2019,Q3,49.08,247.135
REGION XII,Professionals,2021,Q1,48.86766666666667,30.752
BARMM,Managers,2019,Q3,48.865,58.208
REGION V,Clerical Support Workers,2021,Q3,48.86333333333334,34.217000000000006
REGION I,Professionals,2020,Q1,48.762,32.117
