Geolocation,Major Occupation,year,quarter,Female,Male
REGION X,Craft and Related Trades Workers,2018,Q1,12.95,121.465
CAR,Clerical Support Workers,2018,Q4,12.847,9.62
REGION I,Craft and Related Trades Workers,2018,Q3,12.818,139.932
REGION IX,Clerical Support Workers,2021,Q1,12.758000000000001,27.247
REGION XII,Craft and Related Trades Workers,2020,Q2,12.508,52.179
REGION X,Craft and Related Trades Workers,2019,Q4,12.425,129.68
REGION VIII,Craft and Related Trades Workers,2019,Q1,12.329,99.147
REGION VIII,Craft and Related Trades Workers,2018,Q2,12.243,89.274
MIMAROPA REGION,Technicians and Associate Professionals,2021,Q1,12.163333333333332,10.472
REGION X,Craft and Related Trades Workers,2019,Q3,12.1,131.606
MIMAROPA REGION,Craft and Related Trades Workers,2018,Q4,12.082,61.95
MIMAROPA REGION,Craft and Related Trades Workers,2018,Q2,12.063,74.269
REGION I,Craft and Related Trades Workers,2020,Q2,11.957,62.986
REGION V,Plant and Machine Operators and Assemblers,2021,Q4,11.909666666666666,109.377
CAR,Technicians and Associate Professionals,2018,Q1,11.84,14.223
BARMM,Technicians and Associate Professionals,2019,Q3,11.788,5.423
REGION VIII,Craft and Related Trades Workers,2020,Q1,11.782,87.801
CAR,Technicians and Associate Professionals,2020,Q1,11.753,11.485
REGION III,Skilled Agricultural Forestry and Fishery Workers,2020,Q2,11.741,201.87
REGION X,Craft and Related Trades Workers,2018,Q4,11.67,129.366
REGION IVA,Armed Forces Occupations,2020,Q3,11.575,43.42
MIMAROPA REGION,Craft and Related Trades Workers,2018,Q1,11.517,51.628
REGION I,Craft and Related Trades Workers,2018,Q1,11.465,113.806
CAR,Technicians and Associate Professionals,2021,Q4,11.455333333333334,13.096333333333334
REGION I,Craft and Related Trades Workers,2021,Q2,11.319333333333333,91.62033333333333
REGION XI,Craft and Related Trades Workers,2020,Q1,11.299,128.446
REGION XII,Craft and Related Trades Workers,2021,Q1,11.083999999999998,84.22566666666667
REGION X,Craft and Related Trades Workers,2021,Q3,10.995,112.50099999999999
CAR,Technicians and Associate Professionals,2021,Q3,10.938,13.984333333333334
BARMM,Technicians and Associate Professionals,2019,Q2,10.867,5.766
CAR,Technicians and Associate Professionals,2018,Q2,10.867,10.495
REGION XII,Craft and Related Trades Workers,2019,Q3,10.773,83.026
REGION XI,Craft and Related Trades Workers,2019,Q4,10.663,143.286
REGION X,Craft and Related Trades Workers,2020,Q4,10.651,98.662
REGION XI,Craft and Related Trades Workers,2019,Q2,10.615,142.668
BARMM,Technicians and Associate Professionals,2021,Q3,10.588666666666667,7.918666666666667
REGION III,Skilled Agricultural Forestry and Fishery Workers,2021,Q2,10.482666666666667,189.91866666666667
CAR,Technicians and Associate Professionals,2020,Q2,10.332,4.827
REGION X,Craft and Related Trades Workers,2020,Q2,10.332,84.942
REGION IX,Technicians and Associate Professionals,2021,Q1,10.250666666666667,11.495333333333333
REGION IX,Technicians and Associate Professionals,2018,Q1,10.194,11.168
REGION IX,Craft and Related Trades Workers,2018,Q4,10.115,92.57
REGION I,Craft and Related Trades Workers,2019,Q4,10.102,116.16
REGION I,Craft and Related Trades Workers,2018,Q4,10.061,101.052
CARAGA,Craft and Related Trades Workers,2021,Q4,10.048,59.13666666666666
BARMM,Craft and Related Trades Workers,2021,Q4,10.028,37.17033333333333
REGION X,Craft and Related Trades Workers,2018,Q2,10.027,123.625
REGION XI,Craft and Related Trades Workers,2018,Q3,9.96,165.554
REGION XI,Craft and Related Trades Workers,2019,Q3,9.844,150.073
REGION II,Technicians and Associate Professionals,2020,Q2,9.762,11.113
REGION XI,Craft and Related Trades Workers,2020,Q3,9.722,119.459
REGION VIII,Craft and Related Trades Workers,2018,Q3,9.686,83.986
REGION VIII,Craft and Related Trades Workers,2019,Q2,9.652,102.912
CAR,Technicians and Associate Professionals,2020,Q3,9.596,11.332
MIMAROPA REGION,Craft and Related Trades Workers,2020,Q1,9.548,69.528
BARMM,Craft and Related Trades Workers,2020,Q3,9.533,33.858
BARMM,Craft and Related Trades Workers,2018,Q2,9.476,33.336
BARMM,Craft and Related Trades Workers,2019,Q3,9.468,39.683
MIMAROPA REGION,Craft and Related Trades Workers,2019,Q2,9.444,74.111
REGION VI,Craft and Related Trades Workers,2019,Q2,9.431,164.252
REGION VIII,Craft and Related Trades Workers,2021,Q1,9.363,102.098
BARMM,Craft and Related Trades Workers,2020,Q4,9.351,44.133
REGION II,Technicians and Associate Professionals,2021,Q1,9.340333333333334,7.696333333333333
CARAGA,Craft and Related Trades Workers,2018,Q3,9.255,64.456
REGION VI,Plant and Machine Operators and Assemblers,2021,Q4,9.143666666666666,204.244
REGION IX,Craft and Related Trades Workers,2021,Q3,9.056,70.68733333333334
REGION XI,Craft and Related Trades Workers,2021,Q3,8.965,130.34733333333335
MIMAROPA REGION,Craft and Related Trades Workers,2021,Q3,8.912666666666667,56.064666666666675
BARMM,Clerical Support Workers,2021,Q2,8.912333333333335,4.826
REGION X,Craft and Related Trades Workers,2020,Q1,8.883,107.095
REGION X,Craft and Related Trades Workers,2021,Q4,8.776,104.03699999999999
BARMM,Technicians and Associate Professionals,2021,Q4,8.735999999999999,8.918
CAR,Clerical Support Workers,2020,Q2,8.73,6.854
REGION VIII,Craft and Related Trades Workers,2020,Q3,8.508,90.153
BARMM,Clerical Support Workers,2019,Q3,8.407,1.414
MIMAROPA REGION,Craft and Related Trades Workers,2021,Q1,8.390333333333333,61.399
MIMAROPA REGION,Craft and Related Trades Workers,2020,Q3,8.331,65.359
BARMM,Clerical Support Workers,2019,Q4,8.291,3.448
BARMM,Technicians and Associate Professionals,2021,Q2,8.290333333333333,6.878
REGION VIII,Craft and Related Trades Workers,2019,Q3,8.244,84.418
REGION XI,Craft and Related Trades Workers,2019,Q1,8.238,135.792
REGION IX,Craft and Related Trades Workers,2019,Q3,8.237,62.411
CAR,Technicians and Associate Professionals,2021,Q1,8.231333333333334,12.043333333333331
BARMM,Technicians and Associate Professionals,2019,Q4,8.222,8.944
CARAGA,Craft and Related Trades Workers,2020,Q3,7.977,54.773
REGION XI,Craft and Related Trades Workers,2018,Q1,7.954,115.972
CARAGA,Craft and Related Trades Workers,2021,Q3,7.805666666666666,63.584333333333326
MIMAROPA REGION,Craft and Related Trades Workers,2019,Q1,7.705,69.936
REGION IX,Craft and Related Trades Workers,2019,Q1,7.593,69.626
REGION II,Craft and Related Trades Workers,2021,Q2,7.553333333333334,69.50666666666667
BARMM,Clerical Support Workers,2020,Q1,7.548,5.284
REGION X,Craft and Related Trades Workers,2021,Q1,7.4893333333333345,119.41433333333333
REGION II,Craft and Related Trades Workers,2019,Q4,7.47,56.155
MIMAROPA REGION,Craft and Related Trades Workers,2019,Q4,7.454,71.348
REGION IX,Craft and Related Trades Workers,2018,Q1,7.338,77.608
BARMM,Craft and Related Trades Workers,2018,Q4,7.331,26.357
REGION XI,Craft and Related Trades Workers,2021,Q4,7.232,121.856
MIMAROPA REGION,Craft and Related Trades Workers,2018,Q3,7.11,78.176
BARMM,Craft and Related Trades Workers,2021,Q2,7.089333333333333,41.116
REGION VIII,Craft and Related Trades Workers,2021,Q4,7.050666666666667,101.14566666666667
REGION VIII,Craft and Related Trades Workers,2018,Q4,7.044,104.663
REGION VIII,Craft and Related Trades Workers,2020,Q4,6.936,90.102
PHILIPPINES,Armed Forces Occupations,2018,Q3,6.926,109.681
REGION XI,Craft and Related Trades Workers,2018,Q2,6.911,138.386
REGION V,Plant and Machine Operators and Assemblers,2018,Q2,6.902,98.938
MIMAROPA REGION,Craft and Related Trades Workers,2020,Q4,6.739,58.4
BARMM,Clerical Support Workers,2018,Q4,6.658,6.749
PHILIPPINES,Armed Forces Occupations,2021,Q2,6.634333333333333,104.61533333333334
MIMAROPA REGION,Craft and Related Trades Workers,2019,Q3,6.498,67.433
BARMM,Technicians and Associate Professionals,2018,Q3,6.494,5.082
MIMAROPA REGION,Craft and Related Trades Workers,2020,Q2,6.459,43.138
PHILIPPINES,Armed Forces Occupations,2020,Q1,6.314,96.066
CARAGA,Craft and Related Trades Workers,2019,Q4,6.239,56.94
REGION XI,Craft and Related Trades Workers,2021,Q2,6.168333333333334,129.15933333333334
REGION XI,Craft and Related Trades Workers,2020,Q2,6.158,89.872
BARMM,Technicians and Associate Professionals,2018,Q1,6.132,5.042
BARMM,Technicians and Associate Professionals,2018,Q4,6.043,6.515
REGION II,Craft and Related Trades Workers,2018,Q3,6.03,75.181
REGION II,Craft and Related Trades Workers,2019,Q2,6.004,56.784
REGION VIII,Craft and Related Trades Workers,2018,Q1,5.943,76.851
REGION IX,Craft and Related Trades Workers,2021,Q4,5.913333333333334,92.61433333333333
CARAGA,Craft and Related Trades Workers,2021,Q2,5.842,62.01
BARMM,Craft and Related Trades Workers,2019,Q4,5.839,47.107
CARAGA,Craft and Related Trades Workers,2018,Q1,5.765,55.705
CARAGA,Craft and Related Trades Workers,2019,Q2,5.738,55.633
REGION II,Craft and Related Trades Workers,2018,Q2,5.731,60.795
CARAGA,Craft and Related Trades Workers,2020,Q4,5.63,57.654
BARMM,Clerical Support Workers,2020,Q4,5.614,3.386
REGION II,Craft and Related Trades Workers,2019,Q1,5.494,80.92
PHILIPPINES,Armed Forces Occupations,2019,Q2,5.453,78.075
REGION XI,Craft and Related Trades Workers,2020,Q4,5.408,109.316
NCR,Armed Forces Occupations,2020,Q1,5.347,14.476
REGION VI,Craft and Related Trades Workers,2021,Q1,5.335,133.406
BARMM,Technicians and Associate Professionals,2021,Q1,5.305666666666667,5.491
CARAGA,Craft and Related Trades Workers,2018,Q2,5.291,69.215
REGION II,Craft and Related Trades Workers,2018,Q4,5.236,73.678
REGION IX,Craft and Related Trades Workers,2018,Q3,5.198,73.585
REGION I,Plant and Machine Operators and Assemblers,2019,Q4,5.157,101.405
PHILIPPINES,Armed Forces Occupations,2019,Q3,5.081,102.119
CARAGA,Craft and Related Trades Workers,2019,Q3,5.051,62.18
BARMM,Craft and Related Trades Workers,2019,Q1,5.036,36.28
REGION II,Craft and Related Trades Workers,2020,Q1,4.999,73.864
REGION II,Craft and Related Trades Workers,2020,Q3,4.971,59.698
BARMM,Technicians and Associate Professionals,2020,Q3,4.854,2.229
REGION I,Plant and Machine Operators and Assemblers,2018,Q2,4.811,105.296
CAR,Craft and Related Trades Workers,2020,Q3,4.803,37.133
BARMM,Craft and Related Trades Workers,2018,Q3,4.793,38.545
MIMAROPA REGION,Craft and Related Trades Workers,2021,Q2,4.745666666666667,54.617
CARAGA,Craft and Related Trades Workers,2019,Q1,4.709,58.482
PHILIPPINES,Armed Forces Occupations,2021,Q1,4.656,83.86399999999999
CAR,Plant and Machine Operators and Assemblers,2018,Q2,4.58,33.541
REGION IX,Craft and Related Trades Workers,2019,Q4,4.56,69.654
BARMM,Craft and Related Trades Workers,2020,Q1,4.541,36.145
REGION I,Craft and Related Trades Workers,2019,Q2,4.54,132.759
BARMM,Clerical Support Workers,2018,Q3,4.528,2.189
REGION II,Craft and Related Trades Workers,2021,Q3,4.519666666666667,81.11866666666667
REGION II,Craft and Related Trades Workers,2019,Q3,4.447,52.192
REGION II,Craft and Related Trades Workers,2018,Q1,4.444,51.724
REGION X,Plant and Machine Operators and Assemblers,2018,Q4,4.409,75.38
CARAGA,Craft and Related Trades Workers,2020,Q1,4.372,64.121
BARMM,Technicians and Associate Professionals,2020,Q2,4.321,3.794
PHILIPPINES,Armed Forces Occupations,2018,Q1,4.281,90.017
REGION IX,Craft and Related Trades Workers,2021,Q2,4.241666666666666,66.46633333333334
REGION IX,Craft and Related Trades Workers,2019,Q2,4.229,85.8
CAR,Craft and Related Trades Workers,2019,Q4,4.21,25.004
REGION VI,Plant and Machine Operators and Assemblers,2018,Q2,4.128,139.107
CAR,Craft and Related Trades Workers,2021,Q2,4.091666666666667,29.52433333333333
REGION XI,Craft and Related Trades Workers,2018,Q4,4.08,143.28
REGION IX,Craft and Related Trades Workers,2020,Q4,4.009,72.639
REGION X,Plant and Machine Operators and Assemblers,2020,Q4,3.985,139.979
BARMM,Clerical Support Workers,2018,Q2,3.959,3.896
CARAGA,Craft and Related Trades Workers,2018,Q4,3.954,61.871
BARMM,Technicians and Associate Professionals,2019,Q1,3.954,8.075
REGION IX,Craft and Related Trades Workers,2018,Q2,3.904,87.735
REGION V,Plant and Machine Operators and Assemblers,2019,Q4,3.896,139.784
BARMM,Technicians and Associate Professionals,2020,Q1,3.877,4.439
REGION I,Craft and Related Trades Workers,2021,Q1,3.813,106.96766666666667
CAR,Craft and Related Trades Workers,2021,Q3,3.8073333333333337,32.071666666666665
CARAGA,Craft and Related Trades Workers,2020,Q2,3.783,46.169
REGION II,Craft and Related Trades Workers,2020,Q4,3.773,70.149
BARMM,Technicians and Associate Professionals,2020,Q4,3.76,4.367
REGION II,Craft and Related Trades Workers,2021,Q4,3.667,58.14433333333333
REGION XI,Plant and Machine Operators and Assemblers,2018,Q4,3.66,110.989
REGION I,Plant and Machine Operators and Assemblers,2019,Q1,3.64,99.324
NCR,Skilled Agricultural Forestry and Fishery Workers,2021,Q2,3.627666666666667,7.286333333333334
BARMM,Clerical Support Workers,2020,Q3,3.622,3.553
REGION V,Plant and Machine Operators and Assemblers,2021,Q3,3.599,129.428
BARMM,Clerical Support Workers,2019,Q2,3.59,6.605
REGION I,Plant and Machine Operators and Assemblers,2019,Q2,3.578,109.735
BARMM,Clerical Support Workers,2018,Q1,3.571,3.291
REGION X,Plant and Machine Operators and Assemblers,2021,Q4,3.549,115.09633333333333
PHILIPPINES,Armed Forces Occupations,2021,Q3,3.5226666666666664,60.16400000000001
REGION II,Craft and Related Trades Workers,2020,Q2,3.432,42.612
REGION VI,Plant and Machine Operators and Assemblers,2019,Q2,3.426,162.542
REGION V,Plant and Machine Operators and Assemblers,2021,Q2,3.356,106.67933333333333
REGION XI,Craft and Related Trades Workers,2021,Q1,3.355,134.35466666666665
BARMM,Craft and Related Trades Workers,2019,Q2,3.355,35.079
CAR,Craft and Related Trades Workers,2019,Q2,3.345,28.848
REGION IX,Craft and Related Trades Workers,2020,Q3,3.319,83.845
CARAGA,Craft and Related Trades Workers,2021,Q1,3.3156666666666665,68.23
REGION I,Plant and Machine Operators and Assemblers,2020,Q1,3.279,111.693
REGION VI,Plant and Machine Operators and Assemblers,2020,Q2,3.27,135.974
BARMM,Clerical Support Workers,2020,Q2,3.264,4.458
REGION IX,Plant and Machine Operators and Assemblers,2018,Q3,3.252,62.199
NCR,Armed Forces Occupations,2021,Q2,3.232666666666667,14.106333333333334
REGION VI,Plant and Machine Operators and Assemblers,2019,Q4,3.154,177.954
REGION V,Plant and Machine Operators and Assemblers,2018,Q1,3.13,123.929
BARMM,Clerical Support Workers,2019,Q1,3.094,3.469
CAR,Craft and Related Trades Workers,2018,Q1,3.042,29.698
REGION VIII,Plant and Machine Operators and Assemblers,2021,Q2,2.9983333333333335,99.30166666666668
REGION X,Plant and Machine Operators and Assemblers,2021,Q3,2.9943333333333335,113.51233333333333
REGION I,Plant and Machine Operators and Assemblers,2020,Q3,2.966,75.665
REGION XII,Plant and Machine Operators and Assemblers,2021,Q2,2.9596666666666667,113.04766666666666
REGION VI,Plant and Machine Operators and Assemblers,2020,Q4,2.952,204.131
REGION XI,Plant and Machine Operators and Assemblers,2019,Q4,2.916,180.88
CAR,Craft and Related Trades Workers,2018,Q4,2.897,32.531
CARAGA,Plant and Machine Operators and Assemblers,2018,Q3,2.893,57.141
REGION I,Plant and Machine Operators and Assemblers,2020,Q2,2.87,59.119
REGION XI,Plant and Machine Operators and Assemblers,2020,Q3,2.844,163.287
NCR,Armed Forces Occupations,2021,Q4,2.8363333333333336,3.981666666666667
REGION II,Craft and Related Trades Workers,2021,Q1,2.824,53.205999999999996
BARMM,Craft and Related Trades Workers,2018,Q1,2.803,18.96
REGION IX,Craft and Related Trades Workers,2020,Q2,2.798,30.629
CARAGA,Plant and Machine Operators and Assemblers,2020,Q1,2.789,59.639
MIMAROPA REGION,Plant and Machine Operators and Assemblers,2021,Q4,2.7473333333333336,48.99666666666667
REGION X,Plant and Machine Operators and Assemblers,2018,Q2,2.727,101.902
PHILIPPINES,Armed Forces Occupations,2018,Q2,2.704,77.117
CARAGA,Plant and Machine Operators and Assemblers,2019,Q3,2.7,60.944
BARMM,Technicians and Associate Professionals,2018,Q2,2.67,4.811
CAR,Plant and Machine Operators and Assemblers,2019,Q2,2.665,25.105
PHILIPPINES,Armed Forces Occupations,2020,Q4,2.644,85.23
REGION VI,Plant and Machine Operators and Assemblers,2020,Q1,2.623,206.537
REGION VI,Plant and Machine Operators and Assemblers,2021,Q2,2.5909999999999997,176.47799999999998
REGION X,Plant and Machine Operators and Assemblers,2019,Q2,2.578,131.738
CAR,Craft and Related Trades Workers,2019,Q1,2.569,36.2
REGION IX,Craft and Related Trades Workers,2020,Q1,2.555,84.759
PHILIPPINES,Armed Forces Occupations,2019,Q1,2.5,80.568
REGION X,Plant and Machine Operators and Assemblers,2020,Q2,2.487,103.582
REGION XII,Plant and Machine Operators and Assemblers,2018,Q3,2.479,88.804
REGION V,Plant and Machine Operators and Assemblers,2019,Q2,2.465,134.539
CAR,Plant and Machine Operators and Assemblers,2020,Q1,2.453,34.493
CAR,Craft and Related Trades Workers,2018,Q2,2.433,35.224
CAR,Plant and Machine Operators and Assemblers,2019,Q1,2.423,26.923
REGION III,Armed Forces Occupations,2021,Q1,2.409666666666667,0.38866666666666666
REGION VI,Plant and Machine Operators and Assemblers,2020,Q3,2.403,182.416
REGION XII,Plant and Machine Operators and Assemblers,2018,Q2,2.402,92.128
CAR,Craft and Related Trades Workers,2020,Q1,2.402,23.156
REGION XII,Plant and Machine Operators and Assemblers,2020,Q3,2.393,117.629
REGION II,Plant and Machine Operators and Assemblers,2021,Q4,2.3473333333333333,69.488
REGION VIII,Plant and Machine Operators and Assemblers,2018,Q3,2.345,69.155
REGION IX,Craft and Related Trades Workers,2021,Q1,2.329,59.936
NCR,Armed Forces Occupations,2020,Q3,2.302,4.698
BARMM,Clerical Support Workers,2021,Q3,2.224,5.167666666666666
REGION VIII,Plant and Machine Operators and Assemblers,2018,Q2,2.198,69.623
REGION II,Plant and Machine Operators and Assemblers,2021,Q2,2.1826666666666665,57.93833333333333
REGION II,Plant and Machine Operators and Assemblers,2019,Q3,2.175,39.193
MIMAROPA REGION,Plant and Machine Operators and Assemblers,2019,Q4,2.156,39.326
REGION V,Plant and Machine Operators and Assemblers,2020,Q4,2.145,108.227
REGION XII,Plant and Machine Operators and Assemblers,2019,Q2,2.135,160.478
REGION X,Plant and Machine Operators and Assemblers,2018,Q1,2.121,84.224
BARMM,Plant and Machine Operators and Assemblers,2021,Q1,2.113,138.35166666666666
BARMM,Plant and Machine Operators and Assemblers,2020,Q4,2.099,88.194
REGION XII,Plant and Machine Operators and Assemblers,2020,Q2,2.098,75.282
CAR,Craft and Related Trades Workers,2019,Q3,2.087,38.865
REGION XI,Plant and Machine Operators and Assemblers,2018,Q1,2.087,105.081
CARAGA,Plant and Machine Operators and Assemblers,2021,Q3,2.0813333333333333,72.517
REGION XI,Plant and Machine Operators and Assemblers,2019,Q1,2.059,120.211
CAR,Craft and Related Trades Workers,2021,Q1,2.0433333333333334,34.476333333333336
REGION XI,Plant and Machine Operators and Assemblers,2019,Q3,2.027,168.814
REGION X,Plant and Machine Operators and Assemblers,2021,Q2,2.0260000000000002,127.06466666666665
REGION I,Plant and Machine Operators and Assemblers,2019,Q3,2.025,63.005
REGION VIII,Plant and Machine Operators and Assemblers,2021,Q3,2.024,95.47633333333334
CARAGA,Plant and Machine Operators and Assemblers,2018,Q4,2.009,51.398
BARMM,Clerical Support Workers,2021,Q1,1.9803333333333335,5.578666666666667
MIMAROPA REGION,Plant and Machine Operators and Assemblers,2018,Q1,1.975,47.768
CAR,Craft and Related Trades Workers,2021,Q4,1.907333333333333,29.698666666666668
CAR,Plant and Machine Operators and Assemblers,2018,Q1,1.907,33.045
CAR,Plant and Machine Operators and Assemblers,2020,Q3,1.905,36.066
REGION X,Plant and Machine Operators and Assemblers,2019,Q1,1.876,126.366
CARAGA,Plant and Machine Operators and Assemblers,2021,Q4,1.8756666666666666,74.46966666666667
PHILIPPINES,Armed Forces Occupations,2020,Q2,1.874,71.488
PHILIPPINES,Armed Forces Occupations,2018,Q4,1.858,82.47
REGION XI,Plant and Machine Operators and Assemblers,2020,Q4,1.857,155.296
REGION X,Plant and Machine Operators and Assemblers,2021,Q1,1.8506666666666665,136.97833333333332
REGION V,Plant and Machine Operators and Assemblers,2018,Q3,1.832,89.296
CARAGA,Plant and Machine Operators and Assemblers,2019,Q1,1.81,49.251
REGION X,Plant and Machine Operators and Assemblers,2020,Q3,1.791,136.132
REGION I,Plant and Machine Operators and Assemblers,2018,Q3,1.788,68.622
REGION XII,Plant and Machine Operators and Assemblers,2021,Q4,1.7776666666666667,156.78066666666666
REGION X,Plant and Machine Operators and Assemblers,2018,Q3,1.764,86.746
REGION II,Plant and Machine Operators and Assemblers,2019,Q4,1.75,46.443
CAR,Plant and Machine Operators and Assemblers,2020,Q2,1.731,18.267
CAR,Plant and Machine Operators and Assemblers,2021,Q3,1.6983333333333335,37.17933333333333
REGION VIII,Plant and Machine Operators and Assemblers,2020,Q4,1.667,72.633
REGION II,Plant and Machine Operators and Assemblers,2021,Q1,1.6533333333333333,46.82933333333333
REGION III,Armed Forces Occupations,2019,Q2,1.633,10.648
REGION VI,Plant and Machine Operators and Assemblers,2019,Q3,1.603,167.999
REGION VIII,Plant and Machine Operators and Assemblers,2019,Q3,1.589,69.869
CAR,Plant and Machine Operators and Assemblers,2019,Q3,1.574,31.315
CAR,Craft and Related Trades Workers,2020,Q4,1.569,36.496
REGION VIII,Plant and Machine Operators and Assemblers,2019,Q1,1.551,78.179
REGION V,Armed Forces Occupations,2018,Q3,1.55,8.309
REGION XI,Plant and Machine Operators and Assemblers,2019,Q2,1.522,156.816
REGION XI,Armed Forces Occupations,2019,Q2,1.522,11.933
REGION V,Plant and Machine Operators and Assemblers,2019,Q1,1.516,110.102
CAR,Craft and Related Trades Workers,2018,Q3,1.516,33.146
CAR,Craft and Related Trades Workers,2020,Q2,1.515,8.464
BARMM,Craft and Related Trades Workers,2020,Q2,1.513,8.774
REGION IX,Armed Forces Occupations,2018,Q1,1.509,20.407
REGION VIII,Plant and Machine Operators and Assemblers,2019,Q2,1.507,84.156
NCR,Skilled Agricultural Forestry and Fishery Workers,2021,Q1,1.4823333333333333,11.502666666666665
REGION XI,Plant and Machine Operators and Assemblers,2021,Q1,1.482,165.06766666666667
REGION VI,Armed Forces Occupations,2020,Q4,1.453,5.047
CARAGA,Plant and Machine Operators and Assemblers,2019,Q4,1.435,58.873
REGION X,Plant and Machine Operators and Assemblers,2020,Q1,1.434,139.129
CAR,Plant and Machine Operators and Assemblers,2018,Q4,1.414,32.795
REGION XI,Plant and Machine Operators and Assemblers,2021,Q3,1.4120000000000001,163.27766666666665
REGION III,Armed Forces Occupations,2020,Q3,1.406,17.113
REGION VIII,Armed Forces Occupations,2018,Q3,1.406,12.752
REGION XII,Plant and Machine Operators and Assemblers,2021,Q3,1.3833333333333335,127.57333333333334
REGION VI,Plant and Machine Operators and Assemblers,2021,Q3,1.3386666666666667,168.196
REGION VIII,Plant and Machine Operators and Assemblers,2018,Q4,1.338,59.005
REGION XII,Plant and Machine Operators and Assemblers,2019,Q3,1.335,134.999
REGION IX,Armed Forces Occupations,2019,Q3,1.291,6.495
REGION I,Plant and Machine Operators and Assemblers,2021,Q2,1.2830000000000001,126.274
REGION IX,Plant and Machine Operators and Assemblers,2018,Q4,1.283,65.443
CAR,Plant and Machine Operators and Assemblers,2018,Q3,1.28,37.335
REGION VI,Plant and Machine Operators and Assemblers,2018,Q1,1.258,148.328
NCR,Armed Forces Occupations,2018,Q2,1.255,4.793
REGION V,Plant and Machine Operators and Assemblers,2021,Q1,1.248,100.85200000000002
BARMM,Plant and Machine Operators and Assemblers,2020,Q1,1.245,51.111
NCR,Armed Forces Occupations,2021,Q3,1.2333333333333334,4.694
REGION IX,Plant and Machine Operators and Assemblers,2021,Q1,1.2176666666666667,70.25066666666667
REGION VIII,Plant and Machine Operators and Assemblers,2018,Q1,1.197,58.735
CARAGA,Plant and Machine Operators and Assemblers,2020,Q3,1.194,60.422
NCR,Skilled Agricultural Forestry and Fishery Workers,2018,Q4,1.17,16.907
REGION XII,Armed Forces Occupations,2021,Q2,1.1626666666666667,6.813
REGION X,Plant and Machine Operators and Assemblers,2019,Q4,1.161,137.721
REGION I,Plant and Machine Operators and Assemblers,2021,Q1,1.1576666666666666,101.82266666666668
REGION IX,Plant and Machine Operators and Assemblers,2020,Q2,1.125,31.295
REGION IX,Armed Forces Occupations,2021,Q4,1.1226666666666667,14.367333333333333
BARMM,Plant and Machine Operators and Assemblers,2021,Q4,1.1216666666666668,106.56133333333332
REGION VIII,Armed Forces Occupations,2021,Q4,1.111,3.686
MIMAROPA REGION,Plant and Machine Operators and Assemblers,2021,Q2,1.1086666666666665,44.524
REGION VIII,Plant and Machine Operators and Assemblers,2021,Q4,1.097,87.805
CARAGA,Plant and Machine Operators and Assemblers,2021,Q2,1.0943333333333334,71.99633333333334
CARAGA,Plant and Machine Operators and Assemblers,2018,Q2,1.094,50.142
REGION XI,Plant and Machine Operators and Assemblers,2018,Q3,1.088,121.56
REGION X,Armed Forces Occupations,2018,Q2,1.08,10.541
REGION II,Plant and Machine Operators and Assemblers,2018,Q1,1.066,60.996
CAR,Plant and Machine Operators and Assemblers,2019,Q4,1.066,31.685
REGION V,Plant and Machine Operators and Assemblers,2018,Q4,1.061,94.579
REGION II,Plant and Machine Operators and Assemblers,2019,Q1,1.056,51.426
CARAGA,Plant and Machine Operators and Assemblers,2020,Q2,1.053,44.519
REGION III,Armed Forces Occupations,2019,Q3,1.049,9.182
REGION IX,Plant and Machine Operators and Assemblers,2019,Q3,1.048,73.041
REGION XI,Plant and Machine Operators and Assemblers,2018,Q2,1.042,101.713
BARMM,Plant and Machine Operators and Assemblers,2018,Q3,1.035,53.361
REGION VII,Armed Forces Occupations,2019,Q3,1.029,1.4
MIMAROPA REGION,Plant and Machine Operators and Assemblers,2019,Q2,1.012,46.539
REGION XII,Plant and Machine Operators and Assemblers,2020,Q1,1.011,126.639
NCR,Skilled Agricultural Forestry and Fishery Workers,2019,Q3,1.0,17.0
NCR,Armed Forces Occupations,2018,Q1,0.999,3.526
REGION XII,Armed Forces Occupations,2020,Q2,0.997,10.051
CAR,Plant and Machine Operators and Assemblers,2021,Q2,0.9903333333333332,29.37766666666667
REGION III,Armed Forces Occupations,2018,Q1,0.976,4.31
REGION IVA,Armed Forces Occupations,2021,Q2,0.9573333333333333,15.986333333333334
REGION XII,Plant and Machine Operators and Assemblers,2018,Q1,0.948,92.415
REGION XII,Armed Forces Occupations,2021,Q4,0.9403333333333334,5.759333333333333
REGION VIII,Plant and Machine Operators and Assemblers,2019,Q4,0.939,80.284
REGION II,Armed Forces Occupations,2019,Q1,0.927,1.809
NCR,Armed Forces Occupations,2018,Q4,0.921,8.432
REGION III,Armed Forces Occupations,2018,Q3,0.917,2.845
CAR,Plant and Machine Operators and Assemblers,2021,Q4,0.9129999999999999,28.69633333333333
MIMAROPA REGION,Plant and Machine Operators and Assemblers,2021,Q1,0.8926666666666666,55.67133333333334
REGION IX,Plant and Machine Operators and Assemblers,2020,Q4,0.885,56.896
REGION XII,Armed Forces Occupations,2018,Q3,0.85,10.494
REGION VIII,Plant and Machine Operators and Assemblers,2020,Q2,0.848,53.879
BARMM,Armed Forces Occupations,2021,Q1,0.8170000000000001,6.831666666666667
REGION X,Armed Forces Occupations,2019,Q3,0.8,6.194
NCR,Armed Forces Occupations,2021,Q1,0.7959999999999999,5.265333333333333
